Gene1,Gene2,Score
AICDA,COPS8,253.0
AICDA,TOMM20,251.0
AICDA,TASP1,251.0
AICDA,SIAH1B,251.0
AICDA,RRP36,251.0
AICDA,PSMC3IP,251.0
AICDA,PIGF,251.0
AICDA,PAXX,251.0
AICDA,EIF2S1,251.0
AICDA,CRIPT,251.0
AICDA,C1QBP,251.0
AICDA,ATP6V1D,251.0
AICDA,TRIM41,250.0
AICDA,TIPRL,250.0
AICDA,SH2B1,250.0
AICDA,CDK7,250.0
AICDA,CACNG3,171.0
AICDA,ZFP87,249.0
AICDA,STX18,146.0
AICDA,FOCAD,249.0
AICDA,ZFP11,248.0
AICDA,SRP72,248.0
AICDA,RNASEH2B,248.0
AICDA,MTERF1B,248.0
AICDA,LSM1,248.0
AICDA,CPPED1,248.0
AICDA,BAG4,248.0
AICDA,POLR2K,247.0
AICDA,NSFL1C,247.0
AICDA,2310039H08RIK,247.0
AICDA,SLC25A32,246.0
AICDA,DCAF13,246.0
AICDA,COMMD1,246.0
AICDA,PDCD7,245.0
AICDA,NUDT15,245.0
AICDA,INTS1,245.0
AICDA,HPS5,245.0
AICDA,HIST1H2BJ,159.0
AICDA,HIST1H2AG,159.0
AICDA,GTF2H1,245.0
AICDA,UTP11,244.0
AICDA,UQCRQ,244.0
AICDA,SMG8,244.0
AICDA,SMC6,244.0
AICDA,PRKCSH,244.0
AICDA,NDUFS7,165.0
AICDA,GEN1,244.0
AICDA,CCDC151,244.0
AICDA,MTHFD1L,243.0
AICDA,TAF12,242.0
AICDA,SIRT6,242.0
AICDA,LRWD1,242.0
AICDA,ITFG2,242.0
AICDA,EIF2D,242.0
AICDA,ANKRD24,242.0
AICDA,ALKBH4,242.0
AICDA,RPLP1,241.0
AICDA,MBD3,241.0
AICDA,ZFP959,128.0
AICDA,UTP23,240.0
AICDA,SP3,240.0
AICDA,RPS17,240.0
AICDA,RMDN2,240.0
AICDA,MMAA,240.0
AICDA,MED20,240.0
AICDA,GEMIN8,240.0
AICDA,BYSL,240.0
AICDA,ABCF1,240.0
AICDA,NXT1,239.0
AICDA,MED4,239.0
AICDA,NDUFV1,238.0
AICDA,NCAPD2,238.0
AICDA,MRPL51,238.0
AICDA,GNPAT,238.0
AICDA,FBXW11,238.0
AICDA,2810004N23RIK,238.0
AICDA,PRAMEF8,237.0
AICDA,ZZZ3,236.0
AICDA,PCED1A,236.0
AICDA,NDUFB5,236.0
AICDA,MRPL47,236.0
AICDA,MED31,236.0
AICDA,CLCN3,236.0
AICDA,4930563E22RIK,236.0
AICDA,LCMT2,235.0
AICDA,ADAL,235.0
AICDA,ZFP410,234.0
AICDA,SPCS1,234.0
AICDA,PSMD11,234.0
AICDA,NUP54,234.0
AICDA,HIST1H3C,163.0
AICDA,HAUS1,234.0
AICDA,GLT8D1,234.0
AICDA,FANCD2,234.0
AICDA,FAM207A,234.0
AICDA,FAM168B,234.0
AICDA,EMC3,234.0
AICDA,CRY1,234.0
AICDA,ATP5A1,234.0
AICDA,AGBL5,234.0
AICDA,2310057M21RIK,234.0
AICDA,UBLCP1,233.0
AICDA,RAB7,233.0
AICDA,P4HA1,233.0
AICDA,MTG1,233.0
AICDA,LAT,233.0
AICDA,2610044O15RIK8,151.0
AICDA,TMED10,232.0
AICDA,TM9SF2,232.0
AICDA,MYCBP,232.0
AICDA,H2-K1,232.0
AICDA,DBNL,232.0
AICDA,2210016F16RIK,232.0
AICDA,SF3B6,231.0
AICDA,PDPR,231.0
AICDA,MATR3,231.0
AICDA,KMT2C,231.0
AICDA,FAM32A,231.0
AICDA,DERL1,231.0
AICDA,TADA2A,230.0
AICDA,KIF22,230.0
AICDA,COA4,230.0
AICDA,CLTC,230.0
AICDA,TRDMT1,134.0
AICDA,SPATA2,229.0
AICDA,RNF114,229.0
AICDA,NUDT19,229.0
AICDA,TTC30B,228.0
AICDA,SPOPL,228.0
AICDA,LAS1L,228.0
AICDA,GSKIP,228.0
AICDA,COX16,228.0
AICDA,CDC37L1,228.0
AICDA,CCDC90B,228.0
AICDA,CAAP1,228.0
AICDA,ATG2B,228.0
AICDA,ZC3H15,115.0
AICDA,TEF,227.0
AICDA,SLC30A9,227.0
AICDA,RPTOR,139.0
AICDA,ROPN1L,227.0
AICDA,RNMT,227.0
AICDA,FAM210A,227.0
AICDA,DRD1,227.0
AICDA,ALYREF2,227.0
AICDA,ZFP316,226.0
AICDA,POLD3,226.0
AICDA,KIFC5B,226.0
AICDA,IER5,226.0
AICDA,OXLD1,225.0
AICDA,CCDC137,225.0
AICDA,TMEM251,224.0
AICDA,RPL26,224.0
AICDA,MOAP1,224.0
AICDA,GPATCH2L,224.0
AICDA,ENTPD5,224.0
AICDA,COA6,224.0
AICDA,BBOF1,224.0
AICDA,SEC61A1,223.0
AICDA,RNF34,223.0
AICDA,PICK1,223.0
AICDA,D10WSU102E,223.0
AICDA,CHUK,223.0
AICDA,ZFP420,222.0
AICDA,PARP2,222.0
AICDA,METTL26,222.0
AICDA,KANSL3,222.0
AICDA,GM3435,222.0
AICDA,WDPCP,221.0
AICDA,TOB1,221.0
AICDA,RHOT2,221.0
AICDA,MDH1,221.0
AICDA,TMED7,220.0
AICDA,SRSF1,112.0
AICDA,RAB18,220.0
AICDA,PPP1R9B,220.0
AICDA,MBD1,220.0
AICDA,EIF1A,220.0
AICDA,DYRK1B,220.0
AICDA,D8ERTD738E,220.0
AICDA,NUP214,219.0
AICDA,MICAL3,219.0
AICDA,IMPDH1,219.0
AICDA,ATG101,219.0
AICDA,TMEM129,218.0
AICDA,TBC1D17,218.0
AICDA,TACC3,218.0
AICDA,SETDB1,218.0
AICDA,SCO1,218.0
AICDA,OPA1,218.0
AICDA,DCLRE1C,218.0
AICDA,COG7,218.0
AICDA,AKT1S1,218.0
AICDA,ADPRM,218.0
AICDA,PSMC2,217.0
AICDA,NUP35,217.0
AICDA,MNAT1,217.0
AICDA,FGGY,217.0
AICDA,DNAJC2,217.0
AICDA,CKS2,217.0
AICDA,ACTR6,217.0
AICDA,ZBTB11,216.0
AICDA,MACROD1,216.0
AICDA,CWC25,216.0
AICDA,CFAP298,216.0
AICDA,ACBD3,216.0
AICDA,TEPSIN,215.0
AICDA,PRR3,215.0
AICDA,NDUFAF8,215.0
AICDA,GNL1,215.0
AICDA,ENDOV,215.0
AICDA,DET1,215.0
AICDA,SIRT3,214.0
AICDA,PSMD13,214.0
AICDA,PGAP3,214.0
AICDA,MTIF2,214.0
AICDA,INSIG2,214.0
AICDA,MRPS18C,213.0
AICDA,HELQ,213.0
AICDA,AGGF1,213.0
AICDA,ZMYM6,212.0
AICDA,TSR1,212.0
AICDA,TLR4,143.0
AICDA,SGSM2,212.0
AICDA,SERBP1,212.0
AICDA,PLEKHG2,212.0
AICDA,HIST2H4,118.0
AICDA,GATB,212.0
AICDA,TAF1B,211.0
AICDA,MAPK8IP3,211.0
AICDA,LYRM2,211.0
AICDA,HSPH1,118.0
AICDA,TMEM184C,210.0
AICDA,SLBP,210.0
AICDA,AP1G1,141.0
AICDA,METTL25,209.0
AICDA,LENG8,209.0
AICDA,H2AFX,209.0
AICDA,GOSR2,209.0
AICDA,FUS,209.0
AICDA,ERGIC3,209.0
AICDA,CCDC59,209.0
AICDA,CBL,209.0
AICDA,ATF7,209.0
AICDA,6430550D23RIK,209.0
AICDA,TRAPPC4,208.0
AICDA,TCTE3,208.0
AICDA,SDHC,208.0
AICDA,RPS25,208.0
AICDA,MPZ,208.0
AICDA,ERMARD,208.0
AICDA,CALM1,208.0
AICDA,UVRAG,207.0
AICDA,SNRPD3,207.0
AICDA,NDUFAF1,207.0
AICDA,NAXD,207.0
AICDA,GUCD1,207.0
AICDA,ATP6V1C1,207.0
AICDA,UBE2I,206.0
AICDA,SYNJ2BP,206.0
AICDA,NUP205,206.0
AICDA,MORC3,206.0
AICDA,LRRC49,206.0
AICDA,HIST1H4M,206.0
AICDA,HIST1H4H,206.0
AICDA,HIST1H4A,206.0
AICDA,GNE,206.0
AICDA,GM20498,206.0
AICDA,SYVN1,205.0
AICDA,PHAX,205.0
AICDA,PAK1IP1,205.0
AICDA,MRPS16,205.0
AICDA,DYX1C1,205.0
AICDA,ALDH7A1,205.0
AICDA,ZBTB8OS,204.0
AICDA,WDR35,204.0
AICDA,UBR1,204.0
AICDA,RBBP4,204.0
AICDA,POLG,204.0
AICDA,SH3GLB1,203.0
AICDA,SELENOS,203.0
AICDA,RABIF,203.0
AICDA,MSANTD2,203.0
AICDA,INTS6,203.0
AICDA,EIF5A2,203.0
AICDA,CD53,110.0
AICDA,CCDC107,203.0
AICDA,ZBTB43,202.0
AICDA,UTP4,202.0
AICDA,TUT7,202.0
AICDA,TOR1AIP2,202.0
AICDA,TOR1AIP1,202.0
AICDA,SSSCA1,202.0
AICDA,SEC61G,202.0
AICDA,RFC2,202.0
AICDA,HIST1H4B,202.0
AICDA,CHTF8,202.0
AICDA,ZFP266,201.0
AICDA,YJU2,201.0
AICDA,USP4,201.0
AICDA,TOP1,201.0
AICDA,SNAPIN,201.0
AICDA,NME7,201.0
AICDA,CLTA,201.0
AICDA,CENPW,201.0
AICDA,CDK11B,201.0
AICDA,BLZF1,201.0
AICDA,UQCC2,200.0
AICDA,SAMM50,133.0
AICDA,RBSN,200.0
AICDA,HIST1H3A,200.0
AICDA,GTF3C5,200.0
AICDA,BLOC1S4,200.0
AICDA,RPS12,199.0
AICDA,KCTD2,199.0
AICDA,INTS14,199.0
AICDA,ATP5H,199.0
AICDA,SERP1,198.0
AICDA,EIF2A,198.0
AICDA,BHLHE41,198.0
AICDA,ATP5MPL,198.0
AICDA,XKR7,197.0
AICDA,TRA2A,197.0
AICDA,GSTT2,197.0
AICDA,CTR9,197.0
AICDA,WDR74,196.0
AICDA,UFSP2,196.0
AICDA,TRMT10B,196.0
AICDA,RAD9A,196.0
AICDA,DHPS,196.0
AICDA,COMMD5,196.0
AICDA,CCT2,196.0
AICDA,1700029J07RIK,196.0
AICDA,ZFP33B,195.0
AICDA,ZFP330,195.0
AICDA,TMEM192,195.0
AICDA,RNFT2,195.0
AICDA,METTL14,195.0
AICDA,IPPK,195.0
AICDA,HIST1H2BF,195.0
AICDA,HIST1H2AD,195.0
AICDA,HERC2,195.0
AICDA,ADAMTS6,195.0
AICDA,2410131K14RIK,195.0
AICDA,ZFP955B,194.0
AICDA,TIMM10,194.0
AICDA,NDUFS1,194.0
AICDA,GMFB,194.0
AICDA,EEF1B2,194.0
AICDA,CLK3,194.0
AICDA,ATG16L1,194.0
AICDA,ZFP955A,193.0
AICDA,TTC13,193.0
AICDA,ARV1,193.0
AICDA,TDP2,192.0
AICDA,SPG11,192.0
AICDA,SAXO2,192.0
AICDA,REV1,192.0
AICDA,POLDIP3,192.0
AICDA,MTBP,192.0
AICDA,MRPL13,192.0
AICDA,MON1B,192.0
AICDA,HEATR6,192.0
AICDA,EFL1,192.0
AICDA,DDX49,192.0
AICDA,COPE,192.0
AICDA,ACOT13,192.0
AICDA,YIPF4,191.0
AICDA,RAB5C,191.0
AICDA,PMPCB,191.0
AICDA,NDUFS2,191.0
AICDA,FAM227B,191.0
AICDA,DTWD1,191.0
AICDA,ZFP110,190.0
AICDA,RAB12,190.0
AICDA,PTCD2,190.0
AICDA,MRPS27,190.0
AICDA,FRS2,190.0
AICDA,CABCOCO1,190.0
AICDA,ZFP263,189.0
AICDA,TMEM168,189.0
AICDA,SUMO1,189.0
AICDA,RPL3,189.0
AICDA,POLR2C,189.0
AICDA,GDPGP1,189.0
AICDA,CIB1,189.0
AICDA,USP38,188.0
AICDA,SLC39A3,188.0
AICDA,SEC24C,188.0
AICDA,RPS27RT,188.0
AICDA,RPS27,188.0
AICDA,RAB13,188.0
AICDA,PXMP4,188.0
AICDA,G3BP1,188.0
AICDA,ANAPC11,188.0
AICDA,ALYREF,188.0
AICDA,ZDHHC4,187.0
AICDA,UBA52,187.0
AICDA,SREBF2,187.0
AICDA,SREBF1,187.0
AICDA,SMG7,187.0
AICDA,MFAP1B,187.0
AICDA,DIEXF,187.0
AICDA,CENPP,187.0
AICDA,BTBD9,187.0
AICDA,NCEH1,186.0
AICDA,MTF2,186.0
AICDA,HSPA5,186.0
AICDA,HNRNPUL1,186.0
AICDA,HMGN2,186.0
AICDA,GM27021,186.0
AICDA,EMC8,186.0
AICDA,DNAJC13,186.0
AICDA,COX4I1,186.0
AICDA,ZC3HC1,185.0
AICDA,VPS26A,185.0
AICDA,PRRG2,185.0
AICDA,PPP2R5A,185.0
AICDA,NOSIP,185.0
AICDA,NCK1,185.0
AICDA,MKRN3,185.0
AICDA,GTPBP10,185.0
AICDA,GPX1,185.0
AICDA,GALK2,185.0
AICDA,EMC7,185.0
AICDA,CSNK1G1,185.0
AICDA,CR1L,185.0
AICDA,COPS2,185.0
AICDA,TEFM,184.0
AICDA,RPL27,184.0
AICDA,FKBP1A,184.0
AICDA,ZFP518A,183.0
AICDA,TTC1,183.0
AICDA,SHOC2,183.0
AICDA,KMT2E,183.0
AICDA,BBIP1,183.0
AICDA,SCAMP4,182.0
AICDA,PSME3,182.0
AICDA,FAM214A,182.0
AICDA,CCDC57,182.0
AICDA,ATF4,182.0
AICDA,ADPRHL2,182.0
AICDA,ADAT3,182.0
AICDA,SH3BP5,181.0
AICDA,PRCC,181.0
AICDA,PSMC4,180.0
AICDA,EAF2,180.0
AICDA,CYP51,180.0
AICDA,UBR4,179.0
AICDA,SRBD1,179.0
AICDA,RPS13,179.0
AICDA,NEDD8,179.0
AICDA,HIST1H2BM,179.0
AICDA,GMPR2,179.0
AICDA,FYCO1,179.0
AICDA,TPRKB,178.0
AICDA,PHB2,178.0
AICDA,PAIP2,178.0
AICDA,NAT8F1,178.0
AICDA,H3F3B,178.0
AICDA,GSTM1,178.0
AICDA,FAM102B,178.0
AICDA,EMG1,178.0
AICDA,CCDC71L,178.0
AICDA,ARL6IP1,178.0
AICDA,TMEM175,177.0
AICDA,PRPF4,177.0
AICDA,PDCD2,177.0
AICDA,HNRNPA0,177.0
AICDA,GM6712,177.0
AICDA,GAK,177.0
AICDA,DHX8,177.0
AICDA,CDC26,177.0
AICDA,SCNN1G,176.0
AICDA,RFC4,176.0
AICDA,ERCC6,176.0
AICDA,AAK1,176.0
AICDA,2700062C07RIK,176.0
AICDA,U2AF2,175.0
AICDA,TRAPPC11,175.0
AICDA,TOMM5,175.0
AICDA,TOGARAM1,175.0
AICDA,SGF29,175.0
AICDA,SEPT7,175.0
AICDA,RWDD4A,175.0
AICDA,PNMA1,175.0
AICDA,PHIP,175.0
AICDA,NARFL,175.0
AICDA,KLHL28,175.0
AICDA,HIPK1,175.0
AICDA,HIF1A,175.0
AICDA,CCNL1,175.0
AICDA,XPNPEP3,174.0
AICDA,ST13,174.0
AICDA,OST4,174.0
AICDA,N6AMT1,174.0
AICDA,HSPA4,174.0
AICDA,HAUS6,174.0
AICDA,FBXO22,174.0
AICDA,BRPF1,174.0
AICDA,ASNSD1,174.0
AICDA,ASDURF,174.0
AICDA,UFSP1,173.0
AICDA,NFX1,173.0
AICDA,DPP9,173.0
AICDA,DHX30,173.0
AICDA,ANKRD13C,173.0
AICDA,ADPGK,173.0
AICDA,NOLC1,172.0
AICDA,IL3RA,172.0
AICDA,GTF2A1,172.0
AICDA,DDX47,172.0
AICDA,CRY2,172.0
AICDA,YARS,171.0
AICDA,UCKL1,171.0
AICDA,TFRC,171.0
AICDA,S100PBP,171.0
AICDA,RPS28,171.0
AICDA,PARPBP,171.0
AICDA,NUP37,171.0
AICDA,NDUFA7,171.0
AICDA,ME2,171.0
AICDA,KLF6,171.0
AICDA,HECTD1,171.0
AICDA,DPM2,171.0
AICDA,CLPTM1L,171.0
AICDA,CCNC,171.0
AICDA,CCDC38,171.0
AICDA,AMDHD1,171.0
AICDA,TMEM101,170.0
AICDA,SLC52A2,170.0
AICDA,PBRM1,170.0
AICDA,P4HB,170.0
AICDA,GNL3,170.0
AICDA,FBXL6,170.0
AICDA,ELK4,170.0
AICDA,DNAJC11,170.0
AICDA,AU041133,170.0
AICDA,ART5,170.0
AICDA,ULK2,169.0
AICDA,UBA5,169.0
AICDA,PUF60,169.0
AICDA,PGM2L1,169.0
AICDA,NUP133,169.0
AICDA,BIRC6,169.0
AICDA,ACTR3,169.0
AICDA,ACAD11,169.0
AICDA,0610030E20RIK,169.0
AICDA,SLC25A17,168.0
AICDA,SFT2D1,168.0
AICDA,GTF2H2,168.0
AICDA,EEFSEC,168.0
AICDA,USF1,167.0
AICDA,TRMT12,167.0
AICDA,TEN1,167.0
AICDA,TAF13,167.0
AICDA,SRSF2,167.0
AICDA,SMARCC2,167.0
AICDA,PSMB7,167.0
AICDA,MFSD11,167.0
AICDA,ELOC,167.0
AICDA,DOHH,167.0
AICDA,ATP6V0B,167.0
AICDA,ACOX1,167.0
AICDA,RAD54L2,166.0
AICDA,PUM3,166.0
AICDA,DSTN,166.0
AICDA,DNAJA1,166.0
AICDA,TUSC2,165.0
AICDA,TOM1L2,165.0
AICDA,TMEM242,165.0
AICDA,NDUFB7,165.0
AICDA,DRC3,165.0
AICDA,CARS,165.0
AICDA,ZSWIM3,164.0
AICDA,TMEM69,164.0
AICDA,PRPF19,164.0
AICDA,PIGT,164.0
AICDA,MAP1LC3B,164.0
AICDA,GORASP2,164.0
AICDA,CEP295,164.0
AICDA,CCNY,164.0
AICDA,ACOT8,164.0
AICDA,UPK2,163.0
AICDA,TFB1M,163.0
AICDA,STX8,163.0
AICDA,RPS10,163.0
AICDA,NDUFAF5,163.0
AICDA,MOB4,163.0
AICDA,GM10509,163.0
AICDA,ESF1,163.0
AICDA,CTSZ,163.0
AICDA,CFAP52,163.0
AICDA,ATP7A,163.0
AICDA,ZPR1,162.0
AICDA,VPS33A,162.0
AICDA,TRAPPC10,162.0
AICDA,SAR1B,162.0
AICDA,PPM1A,162.0
AICDA,OXSR1,162.0
AICDA,NEMP1,162.0
AICDA,MCL1,162.0
AICDA,YTHDF3,161.0
AICDA,SCAF8,161.0
AICDA,PRRG4,161.0
AICDA,LNPEP,161.0
AICDA,KBTBD3,161.0
AICDA,CDKL1,161.0
AICDA,AASDHPPT,161.0
AICDA,1700021F05RIK,161.0
AICDA,RPL18A,160.0
AICDA,IRAK2,160.0
AICDA,DPY19L4,160.0
AICDA,DCAF10,160.0
AICDA,TRAF7,159.0
AICDA,RASA1,159.0
AICDA,PHOSPHO2,159.0
AICDA,PEAK1,159.0
AICDA,NEPRO,159.0
AICDA,MED18,159.0
AICDA,LSG1,159.0
AICDA,HPGDS,159.0
AICDA,HMG20A,159.0
AICDA,CCDC86,159.0
AICDA,CCDC173,159.0
AICDA,BRD4,159.0
AICDA,ARID1A,159.0
AICDA,ARFIP1,159.0
AICDA,TRAPPC5,158.0
AICDA,TIA1,158.0
AICDA,SRSF11,158.0
AICDA,SMIM12,158.0
AICDA,RGP1,158.0
AICDA,NLE1,158.0
AICDA,NECAP2,158.0
AICDA,MYL12A,158.0
AICDA,METTL9,158.0
AICDA,KBTBD2,158.0
AICDA,GBA2,158.0
AICDA,EXO1,158.0
AICDA,DDX5,158.0
AICDA,CEP95,158.0
AICDA,CCAR2,158.0
AICDA,VPS13D,157.0
AICDA,TRMO,157.0
AICDA,TM9SF4,157.0
AICDA,NOP56,157.0
AICDA,FITM2,157.0
AICDA,FAM213A,157.0
AICDA,CDK5RAP3,157.0
AICDA,B3GAT3,157.0
AICDA,XRN2,156.0
AICDA,WDR45B,156.0
AICDA,TAS1R1,156.0
AICDA,SYMPK,156.0
AICDA,NR1D2,156.0
AICDA,NOL9,156.0
AICDA,LTA4H,156.0
AICDA,IDI1,156.0
AICDA,FOXA3,156.0
AICDA,ZWILCH,155.0
AICDA,RTCA,155.0
AICDA,RPL4,155.0
AICDA,RPL10A,155.0
AICDA,RBM28,155.0
AICDA,PRADC1,155.0
AICDA,PPIG,155.0
AICDA,PCBP2,155.0
AICDA,NUP50,155.0
AICDA,NUBP1,155.0
AICDA,CWC27,155.0
AICDA,CCT7,155.0
AICDA,CCNQ,155.0
AICDA,BTG1,155.0
AICDA,2810021J22RIK,155.0
AICDA,YWHAQ,154.0
AICDA,TMUB2,154.0
AICDA,TMF1,154.0
AICDA,SRD5A1,154.0
AICDA,SEPT11,154.0
AICDA,NSUN2,154.0
AICDA,MAN1A,154.0
AICDA,BUD13,154.0
AICDA,ATF7IP,154.0
AICDA,ZFP558,153.0
AICDA,WDR11,153.0
AICDA,TOMT,153.0
AICDA,TANK,153.0
AICDA,PNRC1,153.0
AICDA,OTUB1,153.0
AICDA,MTX3,153.0
AICDA,MEF2A,153.0
AICDA,LRRC28,153.0
AICDA,LAMTOR1,153.0
AICDA,FAF1,153.0
AICDA,DHX36,153.0
AICDA,COPG2,153.0
AICDA,CMPK1,153.0
AICDA,CCDC110,153.0
AICDA,AW549877,153.0
AICDA,ADNP,153.0
AICDA,1810022K09RIK,153.0
AICDA,TINF2,152.0
AICDA,RPS15,152.0
AICDA,RNF14,152.0
AICDA,PPAT,152.0
AICDA,PAICS,152.0
AICDA,HAT1,152.0
AICDA,H2AFZ,152.0
AICDA,EHMT1,152.0
AICDA,DYNLL1,152.0
AICDA,DPM3,152.0
AICDA,BEND3,152.0
AICDA,B2M,152.0
AICDA,ARHGAP30,152.0
AICDA,AP2S1,152.0
AICDA,ZFP62,151.0
AICDA,UBOX5,151.0
AICDA,SRSF5,151.0
AICDA,RPL36AL,151.0
AICDA,PPIA,151.0
AICDA,NOP58,151.0
AICDA,MGAT2,151.0
AICDA,MAP2K7,151.0
AICDA,FBXL18,151.0
AICDA,FBH1,151.0
AICDA,FASTKD5,151.0
AICDA,DNAL4,151.0
AICDA,DIS3L2,151.0
AICDA,CAPN10,151.0
AICDA,ANKRD16,151.0
AICDA,VIPAS39,150.0
AICDA,KLHL24,150.0
AICDA,FBXO34,150.0
AICDA,ARIH1,150.0
AICDA,AHSA1,150.0
AICDA,4931406C07RIK,150.0
AICDA,ZFP949,149.0
AICDA,ZFP119A,149.0
AICDA,TMEM185B,149.0
AICDA,SAYSD1,149.0
AICDA,RAPGEF1,149.0
AICDA,LSS,149.0
AICDA,KLHL18,149.0
AICDA,KIF9,149.0
AICDA,IPO7,149.0
AICDA,ILF3,149.0
AICDA,C030006K11RIK,149.0
AICDA,ANP32E,149.0
AICDA,SUDS3,148.0
AICDA,SEC31A,148.0
AICDA,RNF6,148.0
AICDA,RNF219,148.0
AICDA,PCNA,148.0
AICDA,MSMO1,148.0
AICDA,ITGB1BP1,148.0
AICDA,CRELD2,148.0
AICDA,CPSF3,148.0
AICDA,AP2A1,148.0
AICDA,ANKRD11,148.0
AICDA,ALG12,148.0
AICDA,STT3A,147.0
AICDA,SFPQ,147.0
AICDA,RAP1GDS1,147.0
AICDA,MRPL40,147.0
AICDA,HIRA,147.0
AICDA,ELMOD2,147.0
AICDA,CETN3,147.0
AICDA,AMZ2,147.0
AICDA,XPOT,146.0
AICDA,ST7L,146.0
AICDA,SPTY2D1,146.0
AICDA,SOD1,146.0
AICDA,SNUPN,146.0
AICDA,SLC2A1,146.0
AICDA,SESN1,146.0
AICDA,PES1,146.0
AICDA,FDXACB1,146.0
AICDA,CHCHD3,146.0
AICDA,CEP57L1,146.0
AICDA,CASP8,146.0
AICDA,CAPZA1,146.0
AICDA,ABT1,146.0
AICDA,1110032A03RIK,146.0
AICDA,OASL1,145.0
AICDA,SERINC4,144.0
AICDA,PRDM1,144.0
AICDA,NCOA4,144.0
AICDA,HYPK,144.0
AICDA,GPR19,144.0
AICDA,FAM173A,144.0
AICDA,EIF4G2,144.0
AICDA,DHRS7B,144.0
AICDA,CLN3,144.0
AICDA,CDC25C,144.0
AICDA,B230219D22RIK,144.0
AICDA,AGK,144.0
AICDA,ZHX1,143.0
AICDA,YTHDF2,143.0
AICDA,WDR90,143.0
AICDA,VTA1,143.0
AICDA,UBE2V2,143.0
AICDA,TMEM218,143.0
AICDA,TM2D3,143.0
AICDA,THUMPD2,143.0
AICDA,THG1L,143.0
AICDA,PGAP2,143.0
AICDA,PDHB,143.0
AICDA,NUP98,143.0
AICDA,MCCC1,143.0
AICDA,HNRNPH2,143.0
AICDA,GM10778,143.0
AICDA,GLA,143.0
AICDA,DNAJC1,143.0
AICDA,COLGALT1,143.0
AICDA,CHPF2,143.0
AICDA,C1D,143.0
AICDA,ASB8,143.0
AICDA,ABHD18,143.0
AICDA,SCYL2,142.0
AICDA,RPS8,142.0
AICDA,RPS3,142.0
AICDA,RDM1,142.0
AICDA,PLCXD2,142.0
AICDA,PFDN2,142.0
AICDA,NIT1,142.0
AICDA,CHKA,142.0
AICDA,BOD1L,142.0
AICDA,ATF6,142.0
AICDA,ARID2,142.0
AICDA,ZNHIT2,141.0
AICDA,ZFP119B,141.0
AICDA,ZFP113,141.0
AICDA,WASHC1,141.0
AICDA,PTGR2,141.0
AICDA,PPP2R1A,141.0
AICDA,OGG1,141.0
AICDA,HIST1H1B,141.0
AICDA,E2F1,141.0
AICDA,DDT,141.0
AICDA,APTX,141.0
AICDA,AICDA,141.0
AICDA,ZFP740,140.0
AICDA,U2SURP,140.0
AICDA,SRSF4,140.0
AICDA,SF3A2,140.0
AICDA,RAB5A,140.0
AICDA,PLEKHJ1,140.0
AICDA,NUDCD1,140.0
AICDA,NINJ2,140.0
AICDA,HIPK3,140.0
AICDA,GPN3,140.0
AICDA,FUBP3,140.0
AICDA,FBXW2,140.0
AICDA,FAM216A,140.0
AICDA,ENY2,140.0
AICDA,E2F7,140.0
AICDA,DIAPH1,140.0
AICDA,BCL7B,140.0
AICDA,1700017B05RIK,140.0
AICDA,XAB2,139.0
AICDA,UTP3,139.0
AICDA,UBP1,139.0
AICDA,TTI1,139.0
AICDA,TSEN54,139.0
AICDA,TOR1A,139.0
AICDA,RPRD1B,139.0
AICDA,RPN2,139.0
AICDA,RBM45,139.0
AICDA,PPP2R5C,139.0
AICDA,PET100,139.0
AICDA,MYL4,139.0
AICDA,MROH8,139.0
AICDA,GRAP2,139.0
AICDA,GADD45G,139.0
AICDA,ENSA,139.0
AICDA,CDC27,139.0
AICDA,CASKIN2,139.0
AICDA,BIN3,139.0
AICDA,ATAD1,139.0
AICDA,ZFP869,138.0
AICDA,UBN2,138.0
AICDA,SPG21,138.0
AICDA,PPIL2,138.0
AICDA,HNRNPA1,138.0
AICDA,EZH2,138.0
AICDA,CBX5,138.0
AICDA,8030462N17RIK,138.0
AICDA,ZFP64,137.0
AICDA,TCP1,137.0
AICDA,RPS3A1,137.0
AICDA,NPTN,137.0
AICDA,NBN,137.0
AICDA,MRPL18,137.0
AICDA,LUC7L,137.0
AICDA,LRIF1,137.0
AICDA,GTF2B,137.0
AICDA,DCTN4,137.0
AICDA,ZNFX1,136.0
AICDA,VPS53,136.0
AICDA,TMEM38A,136.0
AICDA,SMIM7,136.0
AICDA,METTL13,136.0
AICDA,INSIG1,136.0
AICDA,CRLS1,136.0
AICDA,BC037034,136.0
AICDA,ALKBH5,136.0
AICDA,STAMBPL1,135.0
AICDA,SLC35E2,135.0
AICDA,RELT,135.0
AICDA,IQCH,135.0
AICDA,HIST2H3B,135.0
AICDA,HIST2H2BB,135.0
AICDA,FAM161A,135.0
AICDA,CYP20A1,135.0
AICDA,CTNNAL1,135.0
AICDA,CSPP1,135.0
AICDA,COPS5,135.0
AICDA,BANK1,135.0
AICDA,AAGAB,135.0
AICDA,ZBTB45,134.0
AICDA,TOPORS,134.0
AICDA,TIMM8B,134.0
AICDA,TESMIN,134.0
AICDA,SMIM27,134.0
AICDA,SDHD,134.0
AICDA,RPRD2,134.0
AICDA,RPL9,134.0
AICDA,PAXIP1,134.0
AICDA,MKS1,134.0
AICDA,LIAS,134.0
AICDA,DNAJC27,134.0
AICDA,ZFP943,133.0
